cohort,draw,alpha,stratum,n_lesions,n_patients,rate,cp_lo,cp_hi,boot_lo,boot_hi
pad,64,0.05,M2,174,116,0.0,0.0,0.020977306694394248,0.0,0.0
pad,64,0.05,M3,64,46,0.0,0.0,0.05600908938663656,0.0,0.0
pad,64,0.05,B,17,15,0.058823529411764705,0.001488174391266636,0.2868893966672207,0.0,0.1875
pad,64,0.1,M1,40,22,0.0,0.0,0.08809730287880237,0.0,0.0
pad,64,0.1,M2,174,116,0.0,0.0,0.020977306694394248,0.0,0.0
pad,64,0.1,M3,64,46,0.0,0.0,0.05600908938663656,0.0,0.0
pad,64,0.1,B,17,15,0.058823529411764705,0.001488174391266636,0.2868893966672207,0.0,0.18226102941176447
pad,64,0.15,M1,40,22,0.0,0.0,0.08809730287880237,0.0,0.0
pad,64,0.15,M2,174,116,0.0,0.0,0.020977306694394248,0.0,0.0
pad,64,0.15,M3,64,46,0.0,0.0,0.05600908938663656,0.0,0.0
pad,64,0.15,B,17,15,0.058823529411764705,0.001488174391266636,0.2868893966672207,0.0,0.2
hiba,65,0.05,M1,15,10,0.0,0.0,0.218019360910534,0.0,0.0
hiba,65,0.05,M2,114,94,0.0,0.0,0.031840654083474196,0.0,0.0
hiba,65,0.05,M3,14,10,0.0,0.0,0.23163576165011648,0.0,0.0
hiba,65,0.05,B,203,78,0.0,0.0,0.018007708024901935,0.0,0.0
hiba,65,0.1,M1,15,10,0.0,0.0,0.218019360910534,0.0,0.0
hiba,65,0.1,M2,114,94,0.0,0.0,0.031840654083474196,0.0,0.0
hiba,65,0.1,M3,14,10,0.0,0.0,0.23163576165011648,0.0,0.0
hiba,65,0.1,B,203,78,0.014778325123152709,0.0030580767004794594,0.042578824268459804,0.0,0.02737611263266004
hiba,65,0.15,M1,15,10,0.0,0.0,0.218019360910534,0.0,0.0
hiba,65,0.15,M2,114,94,0.008771929824561403,0.00022206137567197903,0.04790525785236257,0.0,0.027777777777777776
hiba,65,0.15,M3,14,10,0.0,0.0,0.23163576165011648,0.0,0.0
hiba,65,0.15,B,203,78,0.12315270935960591,0.08130701721731032,0.17641057708222463,0.051397113249444855,0.2003832116788321
pad,65,0.05,M1,24,16,0.0,0.0,0.14247359772252563,0.0,0.0
pad,65,0.05,M2,157,101,0.0,0.0,0.023222164603325136,0.0,0.0
pad,65,0.05,M3,66,42,0.0,0.0,0.054358847170121974,0.0,0.0
pad,65,0.05,B,17,16,0.0,0.0,0.19506432296909318,0.0,0.0
pad,65,0.1,M1,24,16,0.0,0.0,0.14247359772252563,0.0,0.0
pad,65,0.1,M2,157,101,0.0,0.0,0.023222164603325136,0.0,0.0
pad,65,0.1,M3,66,42,0.0,0.0,0.054358847170121974,0.0,0.0
pad,65,0.1,B,17,16,0.0,0.0,0.19506432296909318,0.0,0.0
pad,65,0.15,M1,24,16,0.0,0.0,0.14247359772252563,0.0,0.0
pad,65,0.15,M2,157,101,0.0,0.0,0.023222164603325136,0.0,0.0
pad,65,0.15,M3,66,42,0.0,0.0,0.054358847170121974,0.0,0.0
pad,65,0.15,B,17,16,0.0,0.0,0.19506432296909318,0.0,0.0
hiba,66,0.05,M1,6,6,0.0,0.0,0.4592581264399005,0.0,0.0
hiba,66,0.05,M2,136,106,0.0,0.0,0.026759558379143282,0.0,0.0
hiba,66,0.05,M3,10,10,0.0,0.0,0.3084971078187608,0.0,0.0
hiba,66,0.05,B,190,66,0.0,0.0,0.019227894753327812,0.0,0.0
hiba,66,0.1,M1,6,6,0.0,0.0,0.4592581264399005,0.0,0.0
hiba,66,0.1,M2,136,106,0.0,0.0,0.026759558379143282,0.0,0.0
hiba,66,0.1,M3,10,10,0.0,0.0,0.3084971078187608,0.0,0.0
hiba,66,0.1,B,190,66,0.05789473684210526,0.029251903388322526,0.10122692218111533,0.007869767441860465,0.0843243811993812
hiba,66,0.15,M1,6,6,0.0,0.0,0.4592581264399005,0.0,0.0
hiba,66,0.15,M2,136,106,0.007352941176470588,0.00018614302606238106,0.04028598437824808,0.0,0.023076923076923078
hiba,66,0.15,M3,10,10,0.0,0.0,0.3084971078187608,0.0,0.0
hiba,66,0.15,B,190,66,0.22105263157894736,0.16420169263906875,0.2868221302852425,0.05852004897459443,0.3166331573626867
pad,66,0.05,M1,28,18,0.0,0.0,0.12343611850026381,0.0,0.0
pad,66,0.05,M2,159,108,0.0,0.0,0.02293343743096093,0.0,0.0
pad,66,0.05,M3,61,46,0.0,0.0,0.05868122393229261,0.0,0.0
pad,66,0.05,B,14,13,0.07142857142857142,0.001806780659125388,0.3386844899318212,0.0,0.27666666666666623
pad,66,0.1,M1,28,18,0.0,0.0,0.12343611850026381,0.0,0.0
pad,66,0.1,M2,159,108,0.0,0.0,0.02293343743096093,0.0,0.0
pad,66,0.1,M3,61,46,0.0,0.0,0.05868122393229261,0.0,0.0
pad,66,0.1,B,14,13,0.07142857142857142,0.001806780659125388,0.3386844899318212,0.0,0.23076923076923078
pad,66,0.15,M1,28,18,0.0,0.0,0.12343611850026381,0.0,0.0
pad,66,0.15,M2,159,108,0.0,0.0,0.02293343743096093,0.0,0.0
pad,66,0.15,M3,61,46,0.0,0.0,0.05868122393229261,0.0,0.0
pad,66,0.15,B,14,13,0.07142857142857142,0.001806780659125388,0.3386844899318212,0.0,0.27666666666666623
hiba,67,0.05,M1,28,15,0.0,0.0,0.12343611850026381,0.0,0.0
hiba,67,0.05,M2,124,94,0.0,0.0,0.029310881089774928,0.0,0.0
hiba,67,0.05,M3,15,14,0.0,0.0,0.218019360910534,0.0,0.0
hiba,67,0.05,B,101,58,0.0,0.0,0.03586462039000372,0.0,0.0
hiba,67,0.1,M1,28,15,0.0,0.0,0.12343611850026381,0.0,0.0
hiba,67,0.1,M2,124,94,0.024193548387096774,0.0050173534469213805,0.06907613709116538,0.0,0.06752599344822674
hiba,67,0.1,M3,15,14,0.0,0.0,0.218019360910534,0.0,0.0
hiba,67,0.1,B,101,58,0.0297029702970297,0.006167859543564687,0.08435689827612243,0.0,0.0644764957264957
hiba,67,0.15,M1,28,15,0.0,0.0,0.12343611850026381,0.0,0.0
hiba,67,0.15,M2,124,94,0.024193548387096774,0.0050173534469213805,0.06907613709116538,0.0,0.06379222758445513
hiba,67,0.15,M3,15,14,0.0,0.0,0.218019360910534,0.0,0.0
hiba,67,0.15,B,101,58,0.0891089108910891,0.0415594702792003,0.1624256090480684,0.034363295880149816,0.14797029702970294
pad,67,0.05,M1,29,17,0.0,0.0,0.11944486906950269,0.0,0.0
pad,67,0.05,M2,156,109,0.0,0.0,0.023369271591380202,0.0,0.0
pad,67,0.05,M3,65,46,0.0,0.0,0.055171634318813376,0.0,0.0
pad,67,0.05,B,28,23,0.0,0.0,0.12343611850026381,0.0,0.0
pad,67,0.1,M1,29,17,0.0,0.0,0.11944486906950269,0.0,0.0
pad,67,0.1,M2,156,109,0.0,0.0,0.023369271591380202,0.0,0.0
pad,67,0.1,M3,65,46,0.0,0.0,0.055171634318813376,0.0,0.0
pad,67,0.1,B,28,23,0.0,0.0,0.12343611850026381,0.0,0.0
pad,67,0.15,M1,29,17,0.0,0.0,0.11944486906950269,0.0,0.0
pad,67,0.15,M2,156,109,0.00641025641025641,0.00016228047202441215,0.0351967007148116,0.0,0.020205650281153634
pad,67,0.15,M3,65,46,0.0,0.0,0.055171634318813376,0.0,0.0
pad,67,0.15,B,28,23,0.0,0.0,0.12343611850026381,0.0,0.0
hiba,68,0.05,M1,19,9,0.0,0.0,0.17646691180696533,0.0,0.0
hiba,68,0.05,M2,129,98,0.0,0.0,0.02819096974972637,0.0,0.0
hiba,68,0.05,M3,18,11,0.0,0.0,0.1853019681378522,0.0,0.0
hiba,68,0.05,B,160,67,0.0,0.0,0.022791749455466522,0.0,0.0
hiba,68,0.1,M1,19,9,0.0,0.0,0.17646691180696533,0.0,0.0
hiba,68,0.1,M2,129,98,0.0,0.0,0.02819096974972637,0.0,0.0
hiba,68,0.1,M3,18,11,0.0,0.0,0.1853019681378522,0.0,0.0
hiba,68,0.1,B,160,67,0.05,0.02183067418412093,0.09614087173771704,0.013420910075839655,0.08404923599320882
hiba,68,0.15,M1,19,9,0.0,0.0,0.17646691180696533,0.0,0.0
hiba,68,0.15,M2,129,98,0.007751937984496124,0.00019624281925598546,0.04243342506529924,0.0,0.023720472440944877
hiba,68,0.15,M3,18,11,0.0,0.0,0.1853019681378522,0.0,0.0
hiba,68,0.15,B,160,67,0.1125,0.06805365446350208,0.17196247116788324,0.03273063323690132,0.17949762940832628
pad,68,0.05,M1,27,18,0.0,0.0,0.12770286761543234,0.0,0.0
pad,68,0.05,M2,153,105,0.0,0.0,0.023821991293435516,0.0,0.0
pad,68,0.05,M3,84,53,0.0,0.0,0.04296491962956506,0.0,0.0
pad,68,0.05,B,14,14,0.0,0.0,0.23163576165011648,0.0,0.0
pad,68,0.1,M1,27,18,0.0,0.0,0.12770286761543234,0.0,0.0
pad,68,0.1,M2,153,105,0.0,0.0,0.023821991293435516,0.0,0.0
pad,68,0.1,M3,84,53,0.0,0.0,0.04296491962956506,0.0,0.0
pad,68,0.1,B,14,14,0.0,0.0,0.23163576165011648,0.0,0.0
pad,68,0.15,M1,27,18,0.0,0.0,0.12770286761543234,0.0,0.0
pad,68,0.15,M2,153,105,0.0,0.0,0.023821991293435516,0.0,0.0
pad,68,0.15,M3,84,53,0.0,0.0,0.04296491962956506,0.0,0.0
pad,68,0.15,B,14,14,0.0,0.0,0.23163576165011648,0.0,0.0
hiba,69,0.05,M1,27,15,0.0,0.0,0.12770286761543234,0.0,0.0
hiba,69,0.05,M2,116,88,0.0,0.0,0.03130036074328996,0.0,0.0
hiba,69,0.05,M3,15,9,0.0,0.0,0.218019360910534,0.0,0.0
hiba,69,0.05,B,221,78,0.0,0.0,0.016553226644565586,0.0,0.0
hiba,69,0.1,M1,27,15,0.0,0.0,0.12770286761543234,0.0,0.0
hiba,69,0.1,M2,116,88,0.017241379310344827,0.0020948739493875583,0.060894840259407425,0.0,0.04258729353810488
hiba,69,0.1,M3,15,9,0.0,0.0,0.218019360910534,0.0,0.0
hiba,69,0.1,B,221,78,0.004524886877828055,0.00011455365535238504,0.024951835395450383,0.0,0.016526232114467396
hiba,69,0.15,M1,27,15,0.0,0.0,0.12770286761543234,0.0,0.0
hiba,69,0.15,M2,116,88,0.034482758620689655,0.009473865093176157,0.08593831005795627,0.0,0.0816550754661142
hiba,69,0.15,M3,15,9,0.0,0.0,0.218019360910534,0.0,0.0
hiba,69,0.15,B,221,78,0.11312217194570136,0.07455895107519236,0.16244958320062103,0.04857395751376869,0.15415791530308204
pad,69,0.05,M1,22,15,0.0,0.0,0.15437251281557457,0.0,0.0
pad,69,0.05,M2,146,104,0.0,0.0,0.024949776111947798,0.0,0.0
pad,69,0.05,M3,70,53,0.0,0.0,0.05133379715102374,0.0,0.0
pad,69,0.05,B,22,18,0.0,0.0,0.15437251281557457,0.0,0.0
pad,69,0.1,M1,22,15,0.0,0.0,0.15437251281557457,0.0,0.0
pad,69,0.1,M2,146,104,0.0,0.0,0.024949776111947798,0.0,0.0
pad,69,0.1,M3,70,53,0.0,0.0,0.05133379715102374,0.0,0.0
pad,69,0.1,B,22,18,0.0,0.0,0.15437251281557457,0.0,0.0
pad,69,0.15,M1,22,15,0.0,0.0,0.15437251281557457,0.0,0.0
pad,69,0.15,M2,146,104,0.0,0.0,0.024949776111947798,0.0,0.0
pad,69,0.15,M3,70,53,0.0,0.0,0.05133379715102374,0.0,0.0
pad,69,0.15,B,22,18,0.09090909090909091,0.011205586024150999,0.29161274155393346,0.0,0.24
hiba,70,0.05,M1,21,11,0.0,0.0,0.1610976152190796,0.0,0.0
hiba,70,0.05,M2,136,104,0.0,0.0,0.026759558379143282,0.0,0.0
hiba,70,0.05,M3,14,9,0.0,0.0,0.23163576165011648,0.0,0.0
hiba,70,0.05,B,223,65,0.0,0.0,0.016405991770247007,0.0,0.0
hiba,70,0.1,M1,21,11,0.0,0.0,0.1610976152190796,0.0,0.0
hiba,70,0.1,M2,136,104,0.007352941176470588,0.00018614302606238106,0.04028598437824808,0.0,0.022910839160839153
hiba,70,0.1,M3,14,9,0.0,0.0,0.23163576165011648,0.0,0.0
hiba,70,0.1,B,223,65,0.07174887892376682,0.04156440499780975,0.1139021488727016,0.03444177350427351,0.12535523630083212
hiba,70,0.15,M1,21,11,0.0,0.0,0.1610976152190796,0.0,0.0
hiba,70,0.15,M2,136,104,0.014705882352941176,0.0017859388132832636,0.052112023364688044,0.0,0.035849177800616645
hiba,70,0.15,M3,14,9,0.0,0.0,0.23163576165011648,0.0,0.0
hiba,70,0.15,B,223,65,0.22869955156950672,0.17527665085366897,0.28948705327211427,0.09856172196597729,0.3095665149518904
pad,70,0.05,M1,27,15,0.0,0.0,0.12770286761543234,0.0,0.0
pad,70,0.05,M2,173,117,0.0,0.0,0.021097274650684936,0.0,0.0
pad,70,0.05,M3,60,38,0.0,0.0,0.059629492286166916,0.0,0.0
pad,70,0.05,B,20,19,0.0,0.0,0.1684334709830853,0.0,0.0
pad,70,0.1,M1,27,15,0.0,0.0,0.12770286761543234,0.0,0.0
pad,70,0.1,M2,173,117,0.0,0.0,0.021097274650684936,0.0,0.0
pad,70,0.1,M3,60,38,0.0,0.0,0.059629492286166916,0.0,0.0
pad,70,0.1,B,20,19,0.05,0.0012650894979498047,0.24873276277202777,0.0,0.15
pad,70,0.15,M1,27,15,0.0,0.0,0.12770286761543234,0.0,0.0
pad,70,0.15,M2,173,117,0.0,0.0,0.021097274650684936,0.0,0.0
pad,70,0.15,M3,60,38,0.0,0.0,0.059629492286166916,0.0,0.0
pad,70,0.15,B,20,19,0.05,0.0012650894979498047,0.24873276277202777,0.0,0.15789473684210525
hiba,71,0.05,M1,12,7,0.0,0.0,0.26464846939705117,0.0,0.0
hiba,71,0.05,M2,123,92,0.0,0.0,0.029545625527072385,0.0,0.0
hiba,71,0.05,M3,17,14,0.0,0.0,0.19506432296909318,0.0,0.0
hiba,71,0.05,B,241,73,0.0,0.0,0.01519000387436258,0.0,0.0
hiba,71,0.1,M1,12,7,0.0,0.0,0.26464846939705117,0.0,0.0
hiba,71,0.1,M2,123,92,0.0,0.0,0.029545625527072385,0.0,0.0
hiba,71,0.1,M3,17,14,0.0,0.0,0.19506432296909318,0.0,0.0
hiba,71,0.1,B,241,73,0.0,0.0,0.01519000387436258,0.0,0.0
hiba,71,0.15,M1,12,7,0.0,0.0,0.26464846939705117,0.0,0.0
hiba,71,0.15,M2,123,92,0.016260162601626018,0.001975282956072543,0.057502934587719094,0.0,0.04220374590514171
hiba,71,0.15,M3,17,14,0.0,0.0,0.19506432296909318,0.0,0.0
hiba,71,0.15,B,241,73,0.16597510373443983,0.12130069806761036,0.21907834920159028,0.07512958532695375,0.22286943134595089
pad,71,0.05,M1,26,15,0.0,0.0,0.1322746044977541,0.0,0.0
pad,71,0.05,M2,144,103,0.0,0.0,0.02529188148751663,0.0,0.0
pad,71,0.05,M3,69,47,0.0,0.0,0.05205805786307967,0.0,0.0
pad,71,0.05,B,21,17,0.0,0.0,0.1610976152190796,0.0,0.0
pad,71,0.1,M1,26,15,0.0,0.0,0.1322746044977541,0.0,0.0
pad,71,0.1,M2,144,103,0.0,0.0,0.02529188148751663,0.0,0.0
pad,71,0.1,M3,69,47,0.0,0.0,0.05205805786307967,0.0,0.0
pad,71,0.1,B,21,17,0.0,0.0,0.1610976152190796,0.0,0.0
pad,71,0.15,M1,26,15,0.0,0.0,0.1322746044977541,0.0,0.0
pad,71,0.15,M2,144,103,0.0,0.0,0.02529188148751663,0.0,0.0
pad,71,0.15,M3,69,47,0.0,0.0,0.05205805786307967,0.0,0.0
pad,71,0.15,B,21,17,0.0,0.0,0.1610976152190796,0.0,0.0
hiba,72,0.05,M1,10,9,0.0,0.0,0.3084971078187608,0.0,0.0
hiba,72,0.05,M2,152,108,0.0,0.0,0.02397682090379162,0.0,0.0
hiba,72,0.05,M3,17,11,0.0,0.0,0.19506432296909318,0.0,0.0
hiba,72,0.05,B,156,61,0.0,0.0,0.023369271591380202,0.0,0.0
hiba,72,0.1,M1,10,9,0.0,0.0,0.3084971078187608,0.0,0.0
hiba,72,0.1,M2,152,108,0.013157894736842105,0.0015974732016119392,0.04672092197222375,0.0,0.035243055555555534
hiba,72,0.1,M3,17,11,0.0,0.0,0.19506432296909318,0.0,0.0
hiba,72,0.1,B,156,61,0.00641025641025641,0.00016228047202441215,0.0351967007148116,0.0,0.018477982590885813
hiba,72,0.15,M1,10,9,0.0,0.0,0.3084971078187608,0.0,0.0
hiba,72,0.15,M2,152,108,0.046052631578947366,0.018713333411957064,0.09258238159184255,0.013601443909663087,0.08579301898346596
hiba,72,0.15,M3,17,11,0.0,0.0,0.19506432296909318,0.0,0.0
hiba,72,0.15,B,156,61,0.1794871794871795,0.12270597516972485,0.24885351073107265,0.09150297619047619,0.2493847150259067
pad,72,0.05,M1,22,16,0.0,0.0,0.15437251281557457,0.0,0.0
pad,72,0.05,M2,148,106,0.0,0.0,0.024616801578984306,0.0,0.0
pad,72,0.05,M3,89,61,0.0,0.0,0.04060085754963182,0.0,0.0
pad,72,0.05,B,19,17,0.0,0.0,0.17646691180696533,0.0,0.0
pad,72,0.1,M1,22,16,0.0,0.0,0.15437251281557457,0.0,0.0
pad,72,0.1,M2,148,106,0.0,0.0,0.024616801578984306,0.0,0.0
pad,72,0.1,M3,89,61,0.0,0.0,0.04060085754963182,0.0,0.0
pad,72,0.1,B,19,17,0.05263157894736842,0.001331628804179424,0.2602806541952142,0.0,0.17647058823529413
pad,72,0.15,M1,22,16,0.0,0.0,0.15437251281557457,0.0,0.0
pad,72,0.15,M2,148,106,0.0,0.0,0.024616801578984306,0.0,0.0
pad,72,0.15,M3,89,61,0.0,0.0,0.04060085754963182,0.0,0.0
pad,72,0.15,B,19,17,0.05263157894736842,0.001331628804179424,0.2602806541952142,0.0,0.16666666666666666
hiba,73,0.05,M1,13,8,0.0,0.0,0.24705263800047095,0.0,0.0
hiba,73,0.05,M2,125,98,0.0,0.0,0.02907983713643152,0.0,0.0
hiba,73,0.05,M3,18,12,0.0,0.0,0.1853019681378522,0.0,0.0
hiba,73,0.05,B,188,70,0.0,0.0,0.01943044662682331,0.0,0.0
hiba,73,0.1,M1,13,8,0.0,0.0,0.24705263800047095,0.0,0.0
hiba,73,0.1,M2,125,98,0.0,0.0,0.02907983713643152,0.0,0.0
hiba,73,0.1,M3,18,12,0.0,0.0,0.1853019681378522,0.0,0.0
hiba,73,0.1,B,188,70,0.005319148936170213,0.00013466012391728205,0.029278561887899568,0.0,0.01636294778114417
hiba,73,0.15,M1,13,8,0.0,0.0,0.24705263800047095,0.0,0.0
hiba,73,0.15,M2,125,98,0.024,0.004976989749053449,0.06853631611067006,0.0,0.05435606060606055
hiba,73,0.15,M3,18,12,0.0,0.0,0.1853019681378522,0.0,0.0
hiba,73,0.15,B,188,70,0.13297872340425532,0.08794029181253113,0.1900159111553133,0.05040254237288136,0.17647058823529413
pad,73,0.05,M1,26,17,0.0,0.0,0.1322746044977541,0.0,0.0
pad,73,0.05,M2,166,106,0.0,0.0,0.02197707192849604,0.0,0.0
pad,73,0.05,M3,83,51,0.0,0.0,0.0434711521664418,0.0,0.0
pad,73,0.05,B,23,20,0.0,0.0,0.14818512891522437,0.0,0.0
pad,73,0.1,M1,26,17,0.0,0.0,0.1322746044977541,0.0,0.0
pad,73,0.1,M2,166,106,0.0,0.0,0.02197707192849604,0.0,0.0
pad,73,0.1,M3,83,51,0.0,0.0,0.0434711521664418,0.0,0.0
pad,73,0.1,B,23,20,0.0,0.0,0.14818512891522437,0.0,0.0
pad,73,0.15,M1,26,17,0.0,0.0,0.1322746044977541,0.0,0.0
pad,73,0.15,M2,166,106,0.0,0.0,0.02197707192849604,0.0,0.0
pad,73,0.15,M3,83,51,0.0,0.0,0.0434711521664418,0.0,0.0
pad,73,0.15,B,23,20,0.043478260869565216,0.0011001686304415005,0.2194866074534804,0.0,0.1397727272727271
hiba,74,0.05,M1,14,9,0.0,0.0,0.23163576165011648,0.0,0.0
hiba,74,0.05,M2,137,107,0.0,0.0,0.026566851096283282,0.0,0.0
hiba,74,0.05,M3,16,11,0.0,0.0,0.2059072142078227,0.0,0.0
hiba,74,0.05,B,183,57,0.0,0.0,0.019956000841316164,0.0,0.0
hiba,74,0.1,M1,14,9,0.0,0.0,0.23163576165011648,0.0,0.0
hiba,74,0.1,M2,137,107,0.014598540145985401,0.0017728664269936643,0.05173889758210789,0.0,0.0364963503649635
hiba,74,0.1,M3,16,11,0.0,0.0,0.2059072142078227,0.0,0.0
hiba,74,0.1,B,183,57,0.01639344262295082,0.003393565673727504,0.047158835768655594,0.0,0.0296818661507343
hiba,74,0.15,M1,14,9,0.0,0.0,0.23163576165011648,0.0,0.0
hiba,74,0.15,M2,137,107,0.0364963503649635,0.011954632359529885,0.08311392920372315,0.0031879194630872578,0.0732744740231859
hiba,74,0.15,M3,16,11,0.0,0.0,0.2059072142078227,0.0,0.0
hiba,74,0.15,B,183,57,0.1366120218579235,0.0903988038976861,0.19502882197411603,0.054483349830316746,0.22916890885007035
pad,74,0.05,M1,30,19,0.0,0.0,0.11570330822202779,0.0,0.0
pad,74,0.05,M2,173,118,0.0,0.0,0.021097274650684936,0.0,0.0
pad,74,0.05,M3,66,43,0.0,0.0,0.054358847170121974,0.0,0.0
pad,74,0.05,B,20,17,0.0,0.0,0.1684334709830853,0.0,0.0
pad,74,0.1,M1,30,19,0.0,0.0,0.11570330822202779,0.0,0.0
pad,74,0.1,M2,173,118,0.0,0.0,0.021097274650684936,0.0,0.0
pad,74,0.1,M3,66,43,0.0,0.0,0.054358847170121974,0.0,0.0
pad,74,0.1,B,20,17,0.0,0.0,0.1684334709830853,0.0,0.0
pad,74,0.15,M1,30,19,0.0,0.0,0.11570330822202779,0.0,0.0
pad,74,0.15,M2,173,118,0.0,0.0,0.021097274650684936,0.0,0.0
pad,74,0.15,M3,66,43,0.0,0.0,0.054358847170121974,0.0,0.0
pad,74,0.15,B,20,17,0.0,0.0,0.1684334709830853,0.0,0.0
hiba,75,0.05,M1,10,5,0.0,0.0,0.3084971078187608,0.0,0.0
hiba,75,0.05,M2,110,92,0.0,0.0,0.032979194032219696,0.0,0.0
hiba,75,0.05,M3,16,12,0.0,0.0,0.2059072142078227,0.0,0.0
hiba,75,0.05,B,166,77,0.0,0.0,0.02197707192849604,0.0,0.0
hiba,75,0.1,M1,10,5,0.0,0.0,0.3084971078187608,0.0,0.0
hiba,75,0.1,M2,110,92,0.01818181818181818,0.0022095371748962075,0.06413753937745299,0.0,0.056074766355140186
hiba,75,0.1,M3,16,12,0.0,0.0,0.2059072142078227,0.0,0.0
hiba,75,0.1,B,166,77,0.05421686746987952,0.025088024574254866,0.10042333731199013,0.022524154589371983,0.08549767554349286
hiba,75,0.15,M1,10,5,0.0,0.0,0.3084971078187608,0.0,0.0
hiba,75,0.15,M2,110,92,0.02727272727272727,0.005659996441479294,0.07763677049951324,0.0,0.07146615642190861
hiba,75,0.15,M3,16,12,0.0,0.0,0.2059072142078227,0.0,0.0
hiba,75,0.15,B,166,77,0.1746987951807229,0.12023028237322203,0.24116293080115675,0.09771313885119856,0.24920302013422815
pad,75,0.05,M1,28,17,0.0,0.0,0.12343611850026381,0.0,0.0
pad,75,0.05,M2,152,107,0.0,0.0,0.02397682090379162,0.0,0.0
pad,75,0.05,M3,70,48,0.0,0.0,0.05133379715102374,0.0,0.0
pad,75,0.05,B,24,19,0.0,0.0,0.14247359772252563,0.0,0.0
pad,75,0.1,M1,28,17,0.0,0.0,0.12343611850026381,0.0,0.0
pad,75,0.1,M2,152,107,0.0,0.0,0.02397682090379162,0.0,0.0
pad,75,0.1,M3,70,48,0.0,0.0,0.05133379715102374,0.0,0.0
pad,75,0.1,B,24,19,0.041666666666666664,0.0010543524454697483,0.2112016834569731,0.0,0.13636363636363635
pad,75,0.15,M1,28,17,0.0,0.0,0.12343611850026381,0.0,0.0
pad,75,0.15,M2,152,107,0.0,0.0,0.02397682090379162,0.0,0.0
pad,75,0.15,M3,70,48,0.0,0.0,0.05133379715102374,0.0,0.0
pad,75,0.15,B,24,19,0.08333333333333333,0.010256341281250152,0.26997280155760356,0.0,0.2
hiba,76,0.05,M1,18,12,0.0,0.0,0.1853019681378522,0.0,0.0
hiba,76,0.05,M2,119,92,0.0,0.0,0.03052344485379618,0.0,0.0
hiba,76,0.05,M3,23,15,0.0,0.0,0.14818512891522437,0.0,0.0
hiba,76,0.05,B,155,71,0.0,0.0,0.023518254148532765,0.0,0.0
hiba,76,0.1,M1,18,12,0.0,0.0,0.1853019681378522,0.0,0.0
hiba,76,0.1,M2,119,92,0.008403361344537815,0.00021273205826973461,0.04593100044411776,0.0,0.027537878787878774
hiba,76,0.1,M3,23,15,0.0,0.0,0.14818512891522437,0.0,0.0
hiba,76,0.1,B,155,71,0.01935483870967742,0.004009357624857962,0.05551923492769842,0.0,0.038685897435897426
hiba,76,0.15,M1,18,12,0.05555555555555555,0.0014055561673694233,0.27294359967336845,0.0,0.2
hiba,76,0.15,M2,119,92,0.03361344537815126,0.009233072446647284,0.08382900924950505,0.008,0.06614754098360653
hiba,76,0.15,M3,23,15,0.0,0.0,0.14818512891522437,0.0,0.0
hiba,76,0.15,B,155,71,0.16774193548387098,0.11259737337414277,0.23604039806623495,0.09711339137645109,0.23864745374160798
pad,76,0.05,M1,19,12,0.0,0.0,0.17646691180696533,0.0,0.0
pad,76,0.05,M2,167,116,0.0,0.0,0.021846920830611804,0.0,0.0
pad,76,0.05,M3,63,41,0.0,0.0,0.05687235233201624,0.0,0.0
pad,76,0.05,B,18,15,0.05555555555555555,0.0014055561673694233,0.27294359967336845,0.0,0.1875
pad,76,0.1,M1,19,12,0.0,0.0,0.17646691180696533,0.0,0.0
pad,76,0.1,M2,167,116,0.0,0.0,0.021846920830611804,0.0,0.0
pad,76,0.1,M3,63,41,0.0,0.0,0.05687235233201624,0.0,0.0
pad,76,0.1,B,18,15,0.05555555555555555,0.0014055561673694233,0.27294359967336845,0.0,0.17647058823529413
pad,76,0.15,M1,19,12,0.0,0.0,0.17646691180696533,0.0,0.0
pad,76,0.15,M2,167,116,0.0,0.0,0.021846920830611804,0.0,0.0
pad,76,0.15,M3,63,41,0.0,0.0,0.05687235233201624,0.0,0.0
pad,76,0.15,B,18,15,0.05555555555555555,0.0014055561673694233,0.27294359967336845,0.0,0.1875
hiba,77,0.05,M1,8,7,0.0,0.0,0.3694166475528192,0.0,0.0
hiba,77,0.05,M2,108,90,0.0,0.0,0.033579550218654476,0.0,0.0
hiba,77,0.05,M3,13,13,0.0,0.0,0.24705263800047095,0.0,0.0
hiba,77,0.05,B,202,81,0.0,0.0,0.01809604359184076,0.0,0.0
hiba,77,0.1,M1,8,7,0.0,0.0,0.3694166475528192,0.0,0.0
hiba,77,0.1,M2,108,90,0.027777777777777776,0.005765492235042966,0.07903597641058258,0.0,0.07936141304347821
hiba,77,0.1,M3,13,13,0.0,0.0,0.24705263800047095,0.0,0.0
hiba,77,0.1,B,202,81,0.07425742574257425,0.042155073500645186,0.11951896145673314,0.027549913194444445,0.12725839655060622
hiba,77,0.15,M1,8,7,0.0,0.0,0.3694166475528192,0.0,0.0
hiba,77,0.15,M2,108,90,0.037037037037037035,0.010181973727247825,0.09211907275983491,0.0,0.09090909090909091
hiba,77,0.15,M3,13,13,0.0,0.0,0.24705263800047095,0.0,0.0
hiba,77,0.15,B,202,81,0.1485148514851485,0.10249993103262098,0.20517719007028293,0.06308898151504168,0.2359582542694497
pad,77,0.05,M1,28,18,0.0,0.0,0.12343611850026381,0.0,0.0
pad,77,0.05,M2,152,104,0.0,0.0,0.02397682090379162,0.0,0.0
