cohort,draw,alpha,stratum,n_cal,degenerate,coverage,coverage_pw,miss_rate,referral,referral_pw,set_size,n_test
hiba,8,0.05,M2,217,False,0.952,0.9438775510204082,0.0,1.0,1.0,5.912,125
hiba,8,0.05,M3,27,False,1.0,1.0,0.0,1.0,1.0,6.555555555555555,9
hiba,8,0.1,B,169,False,0.966824644549763,0.9227053140096618,,1.0,1.0,4.4454976303317535,211
hiba,8,0.1,M1,23,False,0.8947368421052632,0.9515151515151515,0.0,1.0,1.0,4.578947368421052,19
hiba,8,0.1,M2,217,False,0.864,0.8537414965986394,0.0,1.0,1.0,4.96,125
hiba,8,0.1,M3,27,False,1.0,1.0,0.0,1.0,1.0,5.777777777777778,9
hiba,8,0.15,B,169,False,0.95260663507109,0.8888888888888888,,0.985781990521327,0.9695652173913044,3.5876777251184833,211
hiba,8,0.15,M1,23,False,0.8947368421052632,0.9515151515151515,0.0,1.0,1.0,3.8947368421052633,19
hiba,8,0.15,M2,217,False,0.76,0.76156462585034,0.008,0.992,0.9948979591836735,4.128,125
hiba,8,0.15,M3,27,False,0.8888888888888888,0.9523809523809524,0.0,1.0,1.0,5.555555555555555,9
pad,8,0.05,B,25,False,0.8571428571428571,0.8571428571428571,,1.0,1.0,5.642857142857143,14
pad,8,0.05,M1,30,False,1.0,1.0,0.0,1.0,1.0,5.5625,16
pad,8,0.05,M2,157,False,0.9885714285714285,0.9866071428571429,0.0,1.0,1.0,5.6571428571428575,175
pad,8,0.05,M3,69,False,0.9583333333333334,0.9558823529411765,0.0,1.0,1.0,5.541666666666667,72
pad,8,0.05,M4,7,True,1.0,1.0,0.0,1.0,1.0,6.181818181818182,11
pad,8,0.05,M5,2,True,1.0,1.0,0.0,1.0,1.0,6.0,3
pad,8,0.1,B,25,False,0.7857142857142857,0.7857142857142857,,1.0,1.0,4.642857142857143,14
pad,8,0.1,M1,30,False,0.875,0.9,0.0,1.0,1.0,4.4375,16
pad,8,0.1,M2,157,False,0.9142857142857143,0.921875,0.0,1.0,1.0,4.765714285714286,175
pad,8,0.1,M3,69,False,0.9027777777777778,0.9117647058823529,0.0,1.0,1.0,4.736111111111111,72
pad,8,0.1,M4,7,True,1.0,1.0,0.0,1.0,1.0,5.818181818181818,11
pad,8,0.1,M5,2,True,1.0,1.0,0.0,1.0,1.0,6.0,3
pad,8,0.15,B,25,False,0.7857142857142857,0.7857142857142857,,1.0,1.0,4.214285714285714,14
pad,8,0.15,M1,30,False,0.875,0.9,0.0,1.0,1.0,4.0625,16
pad,8,0.15,M2,157,False,0.8571428571428571,0.8616071428571429,0.0,1.0,1.0,4.4,175
pad,8,0.15,M3,69,False,0.8888888888888888,0.8921568627450981,0.0,1.0,1.0,4.569444444444445,72
pad,8,0.15,M4,7,False,1.0,1.0,0.0,1.0,1.0,5.636363636363637,11
