cohort,draw,cls,n,f1,auc
hiba,99,NV,206,0.7578947368421053,0.8866419476020881
hiba,99,BCC,61,0.5925925925925926,0.9174132672512391
hiba,99,AK,17,0.0975609756097561,0.7778956943602183
hiba,99,BKL,14,0.1346153846153846,0.7561198392400439
hiba,99,DF,11,0.14285714285714285,0.6589755422242731
hiba,99,VASC,7,0.4444444444444444,0.6457286432160804
hiba,99,SCC,37,0.3076923076923077,0.851424794359577
pad,99,MEL,6,0.36363636363636365,0.959409594095941
pad,99,NV,8,0.75,0.9846654275092938
pad,99,BCC,166,0.6866666666666666,0.7351025724519701
pad,99,AK,59,0.5401459854014599,0.7912844036697247
pad,99,BKL,6,0.47619047619047616,0.9833948339483394
pad,99,DF,0,,
pad,99,VASC,0,,
pad,99,SCC,32,0.17391304347826086,0.6010841836734694
